frame,id,x,y,w,h,conf,class
3,39,498.0,551.0,38.5,93.60000000000002,1.0,0.0
3,40,1449.0,499.0,34.59999999999991,80.70000000000005,0.999,0.0
3,41,645.0,527.0,27.600000000000023,74.5,0.997,0.0
3,42,246.0,594.0,56.39999999999998,152.89999999999998,0.994,0.0
3,43,790.0,514.0,16.5,41.39999999999998,0.989,0.0
3,44,1075.0,483.0,16.59999999999991,39.39999999999998,0.988,0.0
3,45,828.0,510.0,18.299999999999955,44.700000000000045,0.965,0.0
3,46,679.0,530.0,21.899999999999977,48.10000000000002,0.9,0.0
3,47,775.0,506.0,18.0,47.0,0.836,0.0
3,48,1182.0,486.0,15.0,35.0,0.635,0.0
3,49,171.0,593.0,51.30000000000001,149.29999999999995,0.572,0.0
3,50,613.0,513.0,31.200000000000045,79.5,0.498,0.0
4,42,251.0,602.0,53.60000000000002,142.60000000000002,0.986,0.0
4,45,829.0,509.0,18.100000000000023,47.299999999999955,0.985,0.0
4,37,540.0,548.0,33.5,89.70000000000005,1.0,0.0
4,39,498.0,548.0,37.60000000000002,86.60000000000002,1.0,0.0
4,51,90.0,721.0,46.099999999999994,100.39999999999998,1.0,0.0
4,52,1635.0,552.0,62.0,133.0,0.999,0.0
4,53,1458.0,498.0,30.59999999999991,80.79999999999995,0.999,0.0
4,54,1490.0,509.0,36.700000000000045,76.89999999999998,0.999,0.0
4,55,1546.0,558.0,52.200000000000045,118.70000000000005,0.999,0.0
4,56,654.0,528.0,24.5,72.0,0.997,0.0
4,57,1382.0,506.0,31.799999999999955,105.0,0.994,0.0
4,58,165.0,585.0,53.599999999999994,150.70000000000005,0.993,0.0
4,59,1074.0,480.0,18.299999999999955,37.60000000000002,0.992,0.0
4,60,637.0,527.0,28.600000000000023,73.60000000000002,0.989,0.0
4,61,794.0,506.0,17.100000000000023,46.0,0.986,0.0
4,62,778.0,507.0,18.5,43.60000000000002,0.963,0.0
4,63,676.0,521.0,23.899999999999977,61.700000000000045,0.939,0.0
4,64,1190.0,483.0,14.900000000000091,34.700000000000045,0.84,0.0
4,65,1065.0,476.0,21.59999999999991,48.39999999999998,0.786,0.0
5,37,542.0,552.0,35.200000000000045,85.5,1.0,0.0
5,62,778.0,507.0,18.600000000000023,42.60000000000002,0.966,0.0
5,66,496.0,537.0,33.0,96.0,1.0,0.0
5,67,1639.0,563.0,62.09999999999991,129.70000000000005,1.0,0.0
5,68,1462.0,506.0,29.09999999999991,80.39999999999998,1.0,0.0
5,69,1549.0,568.0,53.59999999999991,118.29999999999995,0.999,0.0
5,70,73.0,716.0,46.0,99.10000000000002,0.999,0.0
5,71,1494.0,517.0,37.200000000000045,79.60000000000002,0.998,0.0
5,72,1383.0,520.0,34.299999999999955,96.60000000000002,0.998,0.0
5,73,651.0,525.0,26.799999999999955,68.60000000000002,0.998,0.0
5,74,240.0,595.0,50.0,140.60000000000002,0.996,0.0
5,75,795.0,504.0,17.600000000000023,44.89999999999998,0.992,0.0
5,76,827.0,507.0,18.200000000000045,44.89999999999998,0.982,0.0
5,77,634.0,525.0,27.700000000000045,67.5,0.975,0.0
5,78,680.0,515.0,22.899999999999977,67.20000000000005,0.948,0.0
5,79,157.0,585.0,52.599999999999994,148.60000000000002,0.908,0.0
5,80,1192.0,485.0,14.799999999999955,35.799999999999955,0.815,0.0
5,81,614.0,510.0,32.200000000000045,76.0,0.613,0.0
5,82,1278.0,490.0,19.700000000000045,43.799999999999955,0.6,0.0
5,83,1074.0,487.0,15.099999999999909,34.799999999999955,0.527,0.0
6,84,1501.0,530.0,35.799999999999955,78.70000000000005,1.0,0.0
6,85,540.0,559.0,33.299999999999955,88.79999999999995,1.0,0.0
6,86,1465.0,518.0,31.59999999999991,74.0,1.0,0.0
6,87,1648.0,574.0,60.09999999999991,124.0,1.0,0.0
6,88,1560.0,575.0,50.200000000000045,119.60000000000002,1.0,0.0
6,89,496.0,554.0,37.60000000000002,95.60000000000002,1.0,0.0
6,90,237.0,602.0,54.10000000000002,148.29999999999995,0.999,0.0
6,91,1391.0,526.0,35.799999999999955,98.79999999999995,0.999,0.0
6,92,653.0,532.0,26.200000000000045,78.79999999999995,0.995,0.0
6,93,64.0,731.0,43.3,108.20000000000005,0.994,0.0
6,94,797.0,516.0,16.200000000000045,44.700000000000045,0.989,0.0
6,95,678.0,527.0,25.5,64.70000000000005,0.979,0.0
6,96,829.0,519.0,17.200000000000045,46.299999999999955,0.977,0.0
6,97,141.0,590.0,56.30000000000001,148.0,0.975,0.0
6,98,776.0,510.0,18.700000000000045,51.200000000000045,0.945,0.0
6,99,638.0,535.0,26.299999999999955,73.0,0.938,0.0
6,100,1281.0,504.0,17.59999999999991,43.700000000000045,0.473,0.0
7,95,678.0,523.0,27.700000000000045,65.39999999999998,0.993,0.0
7,88,1563.0,571.0,51.299999999999955,129.39999999999998,0.999,0.0
7,89,496.0,550.0,36.60000000000002,91.60000000000002,1.0,0.0
7,91,1394.0,521.0,35.0,101.60000000000002,0.996,0.0
7,101,1657.0,564.0,62.799999999999955,138.60000000000002,1.0,0.0
7,102,1466.0,510.0,31.09999999999991,76.0,1.0,0.0
7,103,537.0,558.0,32.10000000000002,87.29999999999995,1.0,0.0
7,104,1502.0,517.0,37.299999999999955,81.60000000000002,0.997,0.0
7,105,796.0,510.0,16.5,47.799999999999955,0.996,0.0
7,106,652.0,531.0,24.200000000000045,65.89999999999998,0.996,0.0
7,107,132.0,588.0,57.099999999999994,153.39999999999998,0.987,0.0
7,108,47.0,736.0,48.099999999999994,106.60000000000002,0.985,0.0
7,109,227.0,601.0,55.10000000000002,147.10000000000002,0.98,0.0
7,110,828.0,510.0,18.600000000000023,48.200000000000045,0.974,0.0
7,111,637.0,531.0,23.799999999999955,62.200000000000045,0.958,0.0
7,112,774.0,502.0,19.799999999999955,50.0,0.881,0.0
7,113,1074.0,493.0,14.799999999999955,33.60000000000002,0.879,0.0
7,114,1197.0,489.0,16.40000000000009,36.39999999999998,0.781,0.0
7,115,1283.0,495.0,19.09999999999991,46.39999999999998,0.584,0.0
7,116,988.0,498.0,14.799999999999955,35.60000000000002,0.482,0.0
8,103,535.0,557.0,32.799999999999955,91.5,1.0,0.0
8,117,647.0,535.0,27.200000000000045,74.0,1.0,0.0
8,118,1661.0,582.0,62.700000000000045,126.5,1.0,0.0
8,119,1392.0,537.0,34.5,91.70000000000005,1.0,0.0
8,120,1469.0,515.0,33.0,82.0,1.0,0.0
8,121,33.0,748.0,46.900000000000006,104.0,1.0,0.0
8,122,1511.0,531.0,37.700000000000045,88.5,1.0,0.0
8,123,494.0,557.0,36.0,94.20000000000005,1.0,0.0
8,124,1571.0,579.0,50.5,121.60000000000002,0.999,0.0
8,125,218.0,613.0,49.0,135.89999999999998,0.998,0.0
8,126,678.0,530.0,26.600000000000023,65.60000000000002,0.997,0.0
8,127,633.0,544.0,23.5,60.60000000000002,0.997,0.0
8,128,796.0,514.0,17.299999999999955,49.10000000000002,0.996,0.0
8,129,1192.0,500.0,15.799999999999955,36.299999999999955,0.988,0.0
8,130,828.0,518.0,17.5,44.299999999999955,0.983,0.0
8,131,1080.0,496.0,15.200000000000045,33.200000000000045,0.951,0.0
8,132,122.0,604.0,61.69999999999999,148.20000000000005,0.942,0.0
8,133,779.0,511.0,20.700000000000045,49.39999999999998,0.86,0.0
8,134,1280.0,501.0,21.0,46.39999999999998,0.753,0.0
9,103,536.0,561.0,34.200000000000045,85.10000000000002,1.0,0.0
9,117,646.0,534.0,27.100000000000023,73.60000000000002,0.999,0.0
9,122,1512.0,537.0,36.799999999999955,77.5,1.0,0.0
9,126,678.0,529.0,25.700000000000045,61.5,0.998,0.0
9,130,828.0,516.0,17.899999999999977,45.299999999999955,0.981,0.0
9,134,1281.0,505.0,20.5,45.0,0.856,0.0
9,135,1669.0,581.0,71.20000000000005,143.0,1.0,0.0
9,136,1576.0,593.0,51.90000000000009,117.0,1.0,0.0
9,137,1400.0,535.0,33.90000000000009,102.5,1.0,0.0
9,138,492.0,558.0,33.0,89.5,1.0,0.0
9,139,16.0,745.0,46.9,109.70000000000005,1.0,0.0
9,140,1475.0,520.0,31.799999999999955,81.60000000000002,0.999,0.0
9,141,207.0,597.0,57.30000000000001,152.10000000000002,0.997,0.0
9,142,630.0,542.0,25.200000000000045,64.39999999999998,0.995,0.0
9,143,797.0,518.0,14.399999999999977,37.700000000000045,0.992,0.0
9,144,1196.0,496.0,16.0,40.39999999999998,0.984,0.0
9,145,1077.0,502.0,13.599999999999909,30.100000000000023,0.954,0.0
9,146,777.0,510.0,18.799999999999955,46.0,0.903,0.0
9,147,113.0,581.0,62.0,165.0,0.889,0.0
9,148,1466.0,508.0,22.09999999999991,47.200000000000045,0.728,0.0
9,149,615.0,525.0,27.5,71.70000000000005,0.634,0.0
10,117,648.0,531.0,24.5,72.60000000000002,0.998,0.0
10,126,678.0,529.0,25.299999999999955,57.299999999999955,0.997,0.0
10,143,797.0,514.0,14.399999999999977,44.200000000000045,0.992,0.0
10,150,488.0,548.0,35.60000000000002,94.60000000000002,1.0,0.0
10,151,1398.0,545.0,35.299999999999955,99.5,1.0,0.0
10,152,528.0,550.0,34.0,90.20000000000005,1.0,0.0
10,153,1577.0,600.0,52.5,125.89999999999998,1.0,0.0
10,154,1671.0,598.0,63.799999999999955,136.70000000000005,1.0,0.0
10,155,0.0,739.0,47.0,105.79999999999995,0.999,0.0
10,156,1474.0,533.0,31.90000000000009,77.79999999999995,0.999,0.0
10,157,627.0,536.0,24.600000000000023,66.20000000000005,0.995,0.0
10,158,187.0,594.0,54.900000000000006,154.79999999999995,0.994,0.0
10,159,1510.0,551.0,37.700000000000045,73.10000000000002,0.994,0.0
10,160,775.0,509.0,20.100000000000023,51.60000000000002,0.993,0.0
10,161,1197.0,505.0,14.200000000000045,33.89999999999998,0.987,0.0
10,162,831.0,516.0,18.200000000000045,45.299999999999955,0.958,0.0
10,163,94.0,581.0,63.0,146.79999999999995,0.918,0.0
10,164,1081.0,504.0,15.099999999999909,29.600000000000023,0.898,0.0
10,165,1072.0,506.0,14.200000000000045,31.299999999999955,0.834,0.0
10,166,1286.0,508.0,20.90000000000009,50.89999999999998,0.811,0.0
10,167,1466.0,519.0,21.09999999999991,45.5,0.758,0.0
10,168,611.0,515.0,34.39999999999998,82.5,0.589,0.0
11,157,628.0,541.0,22.5,62.60000000000002,0.998,0.0
11,169,529.0,560.0,34.39999999999998,89.10000000000002,1.0,0.0
11,170,1589.0,586.0,55.299999999999955,125.29999999999995,1.0,0.0
11,171,486.0,553.0,33.799999999999955,98.0,1.0,0.0
11,172,1479.0,522.0,31.5,76.20000000000005,1.0,0.0
11,173,1681.0,587.0,62.09999999999991,136.39999999999998,1.0,0.0
11,174,1402.0,534.0,37.5,102.29999999999995,1.0,0.0
11,175,188.0,612.0,55.099999999999994,148.70000000000005,0.999,0.0
11,176,1520.0,537.0,34.40000000000009,79.10000000000002,0.999,0.0
11,177,645.0,532.0,26.5,76.60000000000002,0.999,0.0
11,178,796.0,513.0,17.399999999999977,46.60000000000002,0.994,0.0
11,179,675.0,526.0,29.5,73.60000000000002,0.994,0.0
11,180,772.0,508.0,19.700000000000045,47.10000000000002,0.987,0.0
11,181,1197.0,496.0,15.200000000000045,36.299999999999955,0.987,0.0
11,182,829.0,518.0,18.0,43.10000000000002,0.972,0.0
11,183,1073.0,495.0,16.09999999999991,34.700000000000045,0.968,0.0
11,184,92.0,624.0,47.0,135.10000000000002,0.934,0.0
11,185,1460.0,503.0,20.299999999999955,41.700000000000045,0.871,0.0
11,186,1289.0,504.0,17.59999999999991,43.799999999999955,0.82,0.0
11,187,616.0,531.0,27.399999999999977,73.70000000000005,0.755,0.0
12,169,528.0,563.0,36.10000000000002,86.20000000000005,1.0,0.0
12,172,1478.0,522.0,32.59999999999991,85.39999999999998,0.998,0.0
12,174,1403.0,539.0,37.0,97.5,1.0,0.0
12,175,184.0,611.0,53.69999999999999,152.10000000000002,0.999,0.0
12,177,644.0,535.0,25.899999999999977,72.5,1.0,0.0
12,178,796.0,515.0,16.799999999999955,47.89999999999998,0.994,0.0
12,186,1287.0,504.0,19.09999999999991,46.5,0.837,0.0
12,188,1691.0,583.0,62.09999999999991,152.29999999999995,1.0,0.0
12,189,1591.0,589.0,62.0,138.20000000000005,1.0,0.0
12,190,489.0,557.0,33.299999999999955,91.89999999999998,1.0,0.0
12,191,1522.0,540.0,36.700000000000045,80.60000000000002,0.998,0.0
12,192,771.0,512.0,18.799999999999955,51.299999999999955,0.993,0.0
12,193,623.0,545.0,24.899999999999977,62.799999999999955,0.992,0.0
12,194,675.0,535.0,26.399999999999977,60.39999999999998,0.99,0.0
12,195,1193.0,500.0,15.799999999999955,38.0,0.982,0.0
12,196,826.0,523.0,18.899999999999977,45.60000000000002,0.955,0.0
12,197,1074.0,502.0,14.299999999999955,30.700000000000045,0.929,0.0
12,198,1463.0,509.0,21.40000000000009,40.799999999999955,0.914,0.0
12,199,82.0,596.0,60.0,154.39999999999998,0.577,0.0
13,172,1482.0,525.0,29.700000000000045,81.5,0.996,0.0
13,191,1527.0,540.0,33.299999999999955,80.89999999999998,0.998,0.0
13,188,1689.0,587.0,65.0,141.89999999999998,1.0,0.0
13,200,1604.0,590.0,51.90000000000009,136.0,1.0,0.0
13,201,1408.0,537.0,35.700000000000045,95.0,1.0,0.0
13,202,528.0,551.0,34.5,83.79999999999995,1.0,0.0
13,203,482.0,543.0,37.89999999999998,92.10000000000002,1.0,0.0
13,204,642.0,522.0,24.399999999999977,70.89999999999998,0.999,0.0
13,205,165.0,595.0,62.900000000000006,158.0,0.999,0.0
13,206,795.0,508.0,15.799999999999955,39.60000000000002,0.995,0.0
13,207,623.0,532.0,25.600000000000023,64.10000000000002,0.993,0.0
13,208,675.0,517.0,28.100000000000023,72.10000000000002,0.992,0.0
13,209,832.0,507.0,16.899999999999977,46.89999999999998,0.98,0.0
13,210,1074.0,495.0,15.0,28.899999999999977,0.978,0.0
13,211,772.0,505.0,20.100000000000023,48.0,0.969,0.0
13,212,1197.0,497.0,14.599999999999909,35.89999999999998,0.932,0.0
13,213,1288.0,499.0,18.5,47.5,0.884,0.0
13,214,1539.0,504.0,22.200000000000045,52.60000000000002,0.856,0.0
13,215,1471.0,505.0,24.799999999999955,50.60000000000002,0.689,0.0
14,201,1410.0,534.0,36.700000000000045,102.5,1.0,0.0
14,206,795.0,507.0,15.899999999999977,42.5,0.994,0.0
14,208,676.0,527.0,27.100000000000023,63.89999999999998,0.999,0.0
14,212,1197.0,492.0,15.900000000000091,41.200000000000045,0.965,0.0
14,213,1289.0,499.0,19.200000000000045,44.10000000000002,0.785,0.0
14,216,523.0,556.0,35.799999999999955,92.70000000000005,1.0,0.0
14,217,1706.0,577.0,63.59999999999991,151.20000000000005,1.0,0.0
14,218,479.0,548.0,36.89999999999998,97.39999999999998,1.0,0.0
14,219,1606.0,587.0,58.700000000000045,137.0,1.0,0.0
14,220,152.0,600.0,65.19999999999999,162.70000000000005,1.0,0.0
14,221,645.0,533.0,25.600000000000023,67.39999999999998,0.999,0.0
14,222,769.0,504.0,20.0,48.5,0.997,0.0
14,223,1528.0,527.0,37.40000000000009,91.39999999999998,0.997,0.0
14,224,616.0,537.0,23.200000000000045,65.10000000000002,0.995,0.0
14,225,1486.0,516.0,30.299999999999955,83.70000000000005,0.994,0.0
14,226,1072.0,491.0,13.599999999999909,30.100000000000023,0.991,0.0
14,227,830.0,516.0,17.200000000000045,45.60000000000002,0.968,0.0
14,228,47.0,590.0,67.6,159.10000000000002,0.938,0.0
14,229,1466.0,505.0,20.200000000000045,43.0,0.923,0.0
14,230,633.0,536.0,22.5,64.60000000000002,0.887,0.0
14,231,1471.0,504.0,24.09999999999991,65.89999999999998,0.574,0.0
15,206,794.0,506.0,16.399999999999977,46.0,0.996,0.0
15,208,674.0,523.0,28.799999999999955,69.60000000000002,0.997,0.0
15,216,522.0,551.0,35.799999999999955,91.60000000000002,1.0,0.0
15,218,479.0,547.0,36.799999999999955,97.89999999999998,1.0,0.0
15,222,769.0,503.0,21.299999999999955,51.60000000000002,0.996,0.0
15,232,1713.0,589.0,66.29999999999995,138.0,1.0,0.0
15,233,1492.0,517.0,31.799999999999955,81.60000000000002,1.0,0.0
15,234,144.0,600.0,62.400000000000006,158.70000000000005,1.0,0.0
15,235,1615.0,594.0,61.09999999999991,133.60000000000002,1.0,0.0
15,236,1414.0,533.0,37.799999999999955,98.60000000000002,1.0,0.0
15,237,641.0,529.0,25.899999999999977,70.79999999999995,0.999,0.0
15,238,1530.0,525.0,44.799999999999955,100.0,0.999,0.0
15,239,619.0,533.0,25.100000000000023,63.299999999999955,0.995,0.0
15,240,1076.0,496.0,15.099999999999909,31.399999999999977,0.979,0.0
15,241,831.0,514.0,16.100000000000023,41.799999999999955,0.951,0.0
15,242,1470.0,499.0,24.0,51.60000000000002,0.938,0.0
15,243,1200.0,495.0,15.200000000000045,36.60000000000002,0.916,0.0
15,244,1473.0,516.0,25.5,59.39999999999998,0.892,0.0
15,245,1292.0,496.0,17.40000000000009,41.200000000000045,0.809,0.0
15,246,607.0,521.0,28.799999999999955,78.70000000000005,0.414,0.0
16,236,1414.0,536.0,36.59999999999991,100.70000000000005,1.0,0.0
16,218,481.0,544.0,35.0,96.70000000000005,1.0,0.0
16,222,770.0,502.0,20.600000000000023,50.10000000000002,0.997,0.0
16,241,831.0,513.0,16.399999999999977,43.299999999999955,0.945,0.0
16,247,519.0,546.0,34.799999999999955,95.29999999999995,1.0,0.0
16,248,1723.0,595.0,51.90000000000009,130.60000000000002,1.0,0.0
16,249,1633.0,597.0,54.0,140.79999999999995,1.0,0.0
16,250,127.0,608.0,60.099999999999994,163.5,1.0,0.0
16,251,639.0,524.0,25.799999999999955,71.79999999999995,0.999,0.0
16,252,1531.0,529.0,50.09999999999991,89.29999999999995,0.999,0.0
16,253,676.0,517.0,27.899999999999977,70.89999999999998,0.998,0.0
16,254,796.0,502.0,15.600000000000023,48.200000000000045,0.997,0.0
16,255,1071.0,493.0,15.200000000000045,32.60000000000002,0.996,0.0
16,256,617.0,535.0,23.399999999999977,62.10000000000002,0.995,0.0
16,257,1492.0,525.0,28.59999999999991,77.89999999999998,0.994,0.0
16,258,1203.0,493.0,17.299999999999955,40.700000000000045,0.975,0.0
16,259,19.0,585.0,63.599999999999994,175.10000000000002,0.877,0.0
16,260,1472.0,507.0,24.5,63.200000000000045,0.84,0.0
16,261,1293.0,498.0,19.59999999999991,47.5,0.762,0.0
17,253,674.0,522.0,28.700000000000045,66.70000000000005,0.998,0.0
17,249,1635.0,604.0,55.59999999999991,128.29999999999995,1.0,0.0
17,262,517.0,553.0,39.200000000000045,101.20000000000005,1.0,0.0
17,263,1725.0,582.0,62.90000000000009,148.5,1.0,0.0
17,264,1420.0,534.0,37.799999999999955,104.5,1.0,0.0
17,265,475.0,545.0,37.10000000000002,101.20000000000005,1.0,0.0
17,266,1073.0,496.0,15.200000000000045,30.100000000000023,0.999,0.0
17,267,1539.0,533.0,43.299999999999955,85.39999999999998,0.999,0.0
17,268,122.0,599.0,52.900000000000006,172.10000000000002,0.999,0.0
17,269,12.0,586.0,63.900000000000006,192.89999999999998,0.998,0.0
17,270,640.0,529.0,26.5,72.39999999999998,0.998,0.0
17,271,769.0,512.0,18.899999999999977,45.60000000000002,0.997,0.0
17,272,614.0,535.0,22.899999999999977,64.79999999999995,0.996,0.0
17,273,1499.0,519.0,29.299999999999955,82.60000000000002,0.996,0.0
17,274,794.0,506.0,16.399999999999977,43.299999999999955,0.995,0.0
17,275,1470.0,505.0,20.0,48.200000000000045,0.961,0.0
17,276,1200.0,494.0,16.0,39.5,0.96,0.0
17,277,828.0,510.0,19.399999999999977,50.799999999999955,0.944,0.0
17,278,1292.0,497.0,19.09999999999991,42.299999999999955,0.873,0.0
17,279,626.0,531.0,22.899999999999977,68.70000000000005,0.663,0.0
18,253,674.0,521.0,29.399999999999977,68.20000000000005,0.999,0.0
18,262,516.0,553.0,36.0,96.5,1.0,0.0
18,264,1422.0,540.0,34.5,93.79999999999995,1.0,0.0
18,265,476.0,549.0,36.799999999999955,97.10000000000002,1.0,0.0
18,267,1546.0,532.0,35.90000000000009,88.79999999999995,1.0,0.0
18,270,638.0,525.0,27.600000000000023,80.0,0.999,0.0
18,277,827.0,512.0,19.399999999999977,51.0,0.933,0.0
18,280,1728.0,586.0,76.20000000000005,151.70000000000005,1.0,0.0
18,281,1643.0,591.0,55.40000000000009,138.70000000000005,1.0,0.0
18,282,1502.0,515.0,32.200000000000045,86.5,0.999,0.0
18,283,1072.0,491.0,15.799999999999955,37.39999999999998,0.998,0.0
18,284,792.0,507.0,15.799999999999955,47.39999999999998,0.997,0.0
18,285,772.0,512.0,18.0,45.10000000000002,0.995,0.0
18,286,104.0,610.0,62.0,168.5,0.992,0.0
18,287,4.0,583.0,64.7,185.79999999999995,0.99,0.0
18,288,618.0,537.0,22.200000000000045,60.700000000000045,0.99,0.0
18,289,1546.0,508.0,20.700000000000045,45.700000000000045,0.983,0.0
18,290,1203.0,491.0,15.799999999999955,40.299999999999955,0.983,0.0
18,291,1294.0,495.0,19.700000000000045,44.299999999999955,0.838,0.0
18,292,1479.0,501.0,21.90000000000009,49.200000000000045,0.779,0.0
18,293,800.0,508.0,17.100000000000023,47.5,0.53,0.0
19,262,516.0,551.0,34.10000000000002,100.0,1.0,0.0
19,282,1500.0,520.0,32.299999999999955,78.5,0.997,0.0
19,284,793.0,507.0,16.399999999999977,45.799999999999955,0.998,0.0
19,291,1296.0,496.0,18.90000000000009,43.0,0.782,0.0
19,292,1477.0,498.0,23.799999999999955,55.0,0.881,0.0
19,294,636.0,531.0,27.399999999999977,72.20000000000005,1.0,0.0
19,295,1742.0,597.0,65.59999999999991,141.10000000000002,1.0,0.0
19,296,472.0,545.0,35.69999999999999,101.0,1.0,0.0
19,297,1421.0,538.0,42.40000000000009,101.20000000000005,1.0,0.0
19,298,1649.0,593.0,59.200000000000045,144.5,1.0,0.0
19,299,1550.0,530.0,40.0,91.89999999999998,0.999,0.0
19,300,672.0,522.0,29.0,72.79999999999995,0.998,0.0
19,301,1074.0,488.0,15.099999999999909,34.60000000000002,0.997,0.0
19,302,91.0,602.0,62.80000000000001,177.60000000000002,0.997,0.0
19,303,769.0,509.0,19.899999999999977,48.5,0.993,0.0
19,304,1202.0,495.0,16.0,39.5,0.987,0.0
19,305,613.0,530.0,25.0,71.70000000000005,0.986,0.0
19,306,830.0,513.0,16.700000000000045,46.10000000000002,0.9,0.0
19,307,1550.0,505.0,17.09999999999991,41.5,0.799,0.0
20,262,513.0,555.0,36.5,93.89999999999998,1.0,0.0
20,291,1296.0,494.0,20.09999999999991,46.60000000000002,0.812,0.0
20,296,470.0,549.0,36.0,99.10000000000002,1.0,0.0
20,297,1425.0,536.0,41.90000000000009,106.0,1.0,0.0
20,299,1546.0,527.0,43.59999999999991,97.89999999999998,0.997,0.0
20,303,769.0,511.0,18.799999999999955,41.60000000000002,0.999,0.0
20,306,829.0,515.0,17.100000000000023,40.89999999999998,0.819,0.0
20,308,1751.0,585.0,58.299999999999955,151.0,1.0,0.0
20,309,1661.0,589.0,55.90000000000009,151.0,1.0,0.0
20,310,674.0,529.0,29.299999999999955,66.5,0.999,0.0
20,311,1075.0,497.0,15.900000000000091,32.10000000000002,0.998,0.0
20,312,633.0,527.0,30.5,82.20000000000005,0.998,0.0
20,313,791.0,507.0,17.200000000000045,42.700000000000045,0.998,0.0
20,314,1508.0,521.0,28.59999999999991,79.0,0.993,0.0
20,315,1206.0,492.0,15.900000000000091,40.200000000000045,0.988,0.0
20,316,1477.0,504.0,22.200000000000045,46.0,0.985,0.0
20,317,81.0,605.0,64.9,183.79999999999995,0.969,0.0
20,318,607.0,531.0,26.100000000000023,74.60000000000002,0.963,0.0
20,319,1067.0,489.0,15.900000000000091,34.89999999999998,0.816,0.0
20,320,1552.0,505.0,16.700000000000045,39.799999999999955,0.417,0.0
21,262,512.0,552.0,36.89999999999998,97.20000000000005,1.0,0.0
21,296,468.0,550.0,36.80000000000001,96.10000000000002,1.0,0.0
21,303,769.0,508.0,19.700000000000045,48.10000000000002,0.998,0.0
21,309,1666.0,593.0,54.700000000000045,152.60000000000002,1.0,0.0
21,312,634.0,531.0,27.399999999999977,80.10000000000002,1.0,0.0
21,314,1507.0,520.0,34.0,79.79999999999995,0.973,0.0
21,321,1760.0,601.0,61.5,145.60000000000002,1.0,0.0
21,322,1431.0,535.0,38.90000000000009,108.10000000000002,1.0,0.0
21,323,668.0,525.0,30.299999999999955,72.20000000000005,0.999,0.0
21,324,1556.0,533.0,37.200000000000045,83.29999999999995,0.999,0.0
21,325,793.0,508.0,17.700000000000045,45.10000000000002,0.998,0.0
